id,sentence_en,sentence_zh,grammar,new_words,extend_words,extend_note,phrases,review_note,covered_ids
30,"My diary has got my time for tonight and tomorrow: seven o'clock, half past eight a.m., a quarter to nine p.m., an hour, a minute, a second and a moment.",我的日记里写着我今晚和明天的时间：七点整、上午八点半、晚上差一刻九点，还有一小时、一分钟、一秒钟和片刻。,整点用 o'clock（at seven o'clock）；半点用 half past + 小时（half past eight）；差一刻用 a quarter to + 小时。a.m. 表示上午，p.m. 表示下午。hour / minute / second / moment 都是时间单位词。,time|/taim/|n|时间；次，回; tonight|/tə'nait/|n & adv|今晚，今夜; tomorrow|/tə'mɒ:rəu/|n & adv|明天; o'clock|/ə'klɔk/|adv|…点钟; half past|/hɑ:f pɑ:st/|prep phr|…点半; a.m.|/ˌeɪ ˈem/|adv|上午，午前; quarter|/'kwɒ:tə/|n|四分之一；一刻钟; p.m.|/ˌpiː ˈem/|adv|下午，午后; hour|/auə/|n|小时，钟头; minute|/'minit. mai'nju:t/|n|分，分钟，片刻; second|/'sekənd/|n & adj|第二（的）；秒; moment|/'məumənt/|n|片刻，瞬间,midnight|/'midnait/|n|午夜，子夜，半夜; noon|/nu:n/|n|正午，中午,一天中的时刻（锚词：time）,seven o'clock|七点整; half past eight|八点半; a quarter to nine|差一刻九点,今日回读：请重新朗读背诵第 15、23、26、28、29 天的句子。本句复现：第 2 天的 has got；第 4 天的 my；第 8 天的 seven / eight；第 9 天的 nine / twelve 数字家族；第 11 天的 diary（扩展词）。,"39,576,624,795,803,810,871,887,987,1025,1102,1328,1338,1339"
31,"In autumn it is windy; in the wood, field and forest the flowers fall in the wind; the sky is grey and the plants, the grass and the trees grow.",秋天风很大；在树林、田野和森林里，花朵随风飘落；天空灰蒙蒙的，植物、青草和树木还在生长。,分号把三个并列分句连成一句，描写秋天的景色。It is windy 是描述天气的常用句型（It is + 形容词）。grass 是不可数名词，泛指时前面不加冠词。,autumn|/'ɒ:təm/|n|秋天，成熟期; windy|/'windi/|adj|多风的; wood|/wud/|n|木材，木头; field|/fi:ld/|n|田地，场地；领域; forest|/'fɒrist/|n|森林，林区; flower|/'flauə/|n|花，花朵; fall|/fɒ:l/|v|落下，跌倒；（美式）秋天; wind|/wind/|n|风; sky|/skai/|n|天空; plant|/plænt. plɑ:nt/|n|植物；工厂; grass|/græs/|n|草，草原，牧场; tree|/tri:/|n|树，树木; grow|/grəu/|v|种植，生长,cloud|/klaud/|n|云，云朵; cloudy|/'klaudi/|adj|多云的，有愁容的，云的,云家族（锚词：wind）,in autumn|在秋天; the autumn wind|秋风; in the field|在田野里,今日回读：请重新朗读背诵第 1、16、24、27、29、30 天的句子。复现 grey（第 10 天）；in、the、and 等基础词（第 1 天）。,"81,258,259,436,455,480,491,556,563,978,1162,1359,1465,1468,1477"
32,"The weather is cool and rainy, and the rain makes the wet grass cold; but it is sunny and warm, and the sun is hot and the flowers are dry.",天气凉爽又多雨，雨水把湿草弄得冰凉；但天晴时很暖和，太阳热热的，花儿都干了。,用 and / but 把几个并列分句连起来，形成雨天和晴天的对比。make + 宾语 + 形容词（makes the wet grass cold）表示“使……变得……”。,weather|/'weðə/|n|天气; cool|/ku:l/|adj|凉爽的；酷的; rainy|/'reini/|adj|下雨的；多雨的; rain|/rein/|n & v|雨；下雨; wet|/wet/|adj|湿的，多雨的; cold|/kəuld/|adj & n|寒冷的，感冒，冷淡的; sunny|/'sʌni/|adj|阳光充足的; warm|/wɒ:m/|adj|暖和的，温暖的; sun|/sʌn/|n|太阳，阳光; hot|/hɒt/|adj|热的；辣的; dry|/drai/|adj & v|干的；使变干,storm|/stɒ:m/|n|暴风雨; fog|/fɒg/|n|雾; foggy|/'fɒgi/|adj|有雾的; rainbow|/'reinbəu/|n|彩虹,天气补充（锚词：rain）,rainy weather|多雨的天气; in the sun|在阳光下; warm and sunny|温暖晴朗,今日回读：请重新朗读背诵第 2、17、25、28、30、31 天的句子。复现 flowers、grass（第 31 天）、make（第 21 天）。,"266,282,371,482,483,622,1039,1040,1043,1224,1244,1246,1426,1436,1447"
33,"Mother looks at the clothes in my cupboard: T-shirt, jeans, sweater, jacket, coat, shirt, skirt, dress, blouse, suit and tie — are they too small for me?",妈妈看着我校柜里的衣服：T 恤、牛仔裤、毛衣、夹克、外套、衬衫、短裙、连衣裙、女式衬衫、西装和领带——它们对我来说都太小了吗？,冒号后列举一串名词，末尾用破折号加一个问句收尾。清单式列举里名词前省略冠词；jeans、clothes 这类词固定用复数形式。,"clothes|/kləuðz/|n pl|衣服; T-shirt|/'ti:,ʃɜ:t/|n|T恤衫，短袖衫; jeans|/dʒi:nz/|n pl|牛仔裤; sweater|/'swetə/|n|毛衣，毛线衫; jacket|/'dʒækit/|n|夹克，外套; coat|/kəut/|n|外套; shirt|/ʃɜ:t/|n|衬衫; skirt|/skɜ:t/|n|短裙，裙子; dress|/dres/|n & v|连衣裙；穿衣，打扮; blouse|/blauz/|n|宽松的上衣; suit|/sju:t. su:t/|n|西装，套装；适合; tie|/tai/|n & v|领带；系",trousers|/'trauzəz/|n pl|裤子，长裤; shorts|/ʃɔ:ts/|n pl|短裤; tights|/taits/|n pl|紧身衣裤，裤袜,下装（锚词：jeans）,in my cupboard|在我的柜子里; a suit and a tie|西装和领带,今日回读：请重新朗读背诵第 3、18、26、29、31、32 天的句子。复现 cupboard（第 4 天）、small（第 2 天）、too（第 17 天）。,"129,257,263,365,674,680,1122,1130,1161,1241,1257,1324,1326,1363,1367"
34,"It is cold, so I put on my socks and boots, and I wear a hat, a scarf and gloves; in the shop I try on shoes and a cap.",天冷了，所以我穿上袜子和靴子，戴着帽子、围巾和手套；在店里我试了鞋子和一顶鸭舌帽。,put on 表示“穿上”的动作，wear 表示“穿着”的状态，try on 表示“试穿”。shoes、boots 这类成双穿的衣物通常用复数形式。so 引出结果，分号连接并列的两件事。,put on|/put ɒn/|phr v|穿上，戴上；上演; sock|/sɒk/|n|短袜; boots|/bu:ts/|n pl|靴子; wear|/weə/|v|穿，戴；磨损; hat|/hæt/|n|帽子; scarf|/skɑ:f/|n|围巾; gloves|/glʌvz/|n pl|手套; try on|/trai ɒn/|phr v|试穿; shoes|/ʃu:z/|n pl|鞋; cap|/kæp/|n|帽子；鸭舌帽,belt|/belt/|n|带子，地带; glasses|/'glɑ:siz/|n pl|眼镜,配饰（锚词：hat）,put on|穿上; try on|试穿; wear a hat|戴帽子,今日回读：请重新朗读背诵第 4、19、27、30、32、33 天的句子。复现 cold（第 32 天）、shop（第 6 天）。,"114,139,192,536,537,583,1023,1091,1124,1179,1366,1435"
35,"We go shopping: the shop sells cheap clothes at a discount price, not expensive ones; boots cost money, so I buy my size, pay, and do not spend much.",我们去购物：那家店以折扣价卖便宜衣服，而不是贵的；靴子是要花钱的，于是我买了我的尺码，付了钱，也没多花。,"说价格与商品：商品用 cheap / expensive（cheap clothes, not expensive ones），价格则说 at a discount price。cost 的主语是物（boots cost money），pay 的主语是人（I pay）。",shopping|/'ʃɒpiŋ/|n|购物; sell|/sel/|v|卖，出售; cheap|/tʃi:p/|adj|便宜的，不值钱的，可鄙的; discount|/'diskaunt/|n|折扣; price|/prais/|n|价格; expensive|/ik'spensiv/|adj|昂贵的; cost|/kɒst/|n & v|费用，价格；花费; money|/'mʌni/|n|金钱，一笔款，财富; buy|/bai/|v|买，获得; size|/saiz/|n|大小，尺寸; pay|/pei/|v|支付，付款，付清; spend|/spend/|v|花费；度过,sale|/seil/|n|出售；大减价; for sale|/fɒ: seil/|prep phr|出售；待售,促销相关（锚词：price）,go shopping|去购物; at a discount price|以折扣价; the price of|……的价格,今日回读：请重新朗读背诵第 5、20、28、31、33、34 天的句子。复现 clothes（第 33 天）、shop（第 6 天）、boots（第 34 天）。,"178,222,285,346,426,495,812,941,1011,1083,1105,1128,1155,1202"
36,"Mother has a hundred pounds in cash, and pays with a credit card, not a cheque; my purse has fifty pence, a penny, a cent, a dollar and a euro.",妈妈有一百英镑现金，付款时用信用卡而不是支票；我的钱包里有五十便士、一便士、一欧分、一美元和一欧元。,金额说法：数词 + 货币名词（a hundred pounds、fifty pence）。not a cheque 用 not 直接否定名词，表示“而不是”。,hundred|/'hʌndrəd/|num|百; pound|/paund/|n|英镑；磅; cash|/kæʃ/|n & v|现金，兑现; credit card|/'kredit kɑ:d/|n|信用卡; cheque|/tʃek/|n|支票; fifty|/'fifti/|num|五十; pence|/pens/|n pl|便士（penny的复数）; penny|/'peni/|n|便士; cent|/sent/|n|分; dollar|/'dɒlə/|n|美元; euro|/'juərəu/|n|欧元,thirty|/'θɜ:ti/|num|三十; forty|/'fɒ:ti/|num|四十; sixty|/'siksti/|num|六十; seventy|/'sevnti/|num|七十; eighty|/'eiti/|num|八十; ninety|/'nainti/|num|九十,整十数（锚词：fifty）,in cash|用现金; a credit card|一张信用卡; fifty pence|五十便士,今日回读：请重新朗读背诵第 6、21、29、32、34、35 天的句子。复现 purse（第 5 天）、pay（第 35 天）。,"203,210,227,296,352,389,406,459,496,629,864,945,949,1005,1113,1154,1310"
37,"The mathematics teacher writes certain numbers: the first is a thousand, the third is a million, a dozen is twelve; the whole class has enough time to double them all.",数学老师写了几个数字：第一个是一千，第三个是一百万，一打是十二；全班有足够的时间把它们都翻倍。,序数词 the first / the third 表示“第一 / 第三（个）”。a thousand、a million、a dozen 前的 a 表示“一”。double them 里的 them 指老师写的那些数字。,certain|/'sɜ:tən/|adj|确定的，某一个的，必然的; number|/'nʌmbə/|n|数字；号码; first|/fɜ:st/|adv & adj|首先，第一的，第一; thousand|/'θauznd/|num|千; third|/θɜ:d/|num|第三; million|/'miljən/|n|百万; dozen|/'dʌzn/|num|十二；一打; whole|/həul/|adj & n|整个的，全部的; enough|/i'nʌf/|det & pron|足够的，充足的; double|/'dʌbl/|adj|两倍的，双重的,fourth|/fɒ:θ/|num|第四; fifth|/fifθ/|num|第五; sixth|/siksθ/|num|第六; seventh|/'sevnθ/|num|第七; eighth|/eitθ/|num|第八; ninth|/nainθ/|num|第九; tenth|/tenθ/|num|第十,序数词 4-10（锚词：third）,a thousand|一千; a dozen|一打；十二个; the whole class|全班,今日回读：请重新朗读背诵第 7、22、30、33、35、36 天的句子。复现 mathematics、teacher、class（第 11-12 天）、twelve（第 9 天）、write（第 21 天）。,"215,356,360,388,402,458,470,500,799,865,884,1112,1153,1283,1305,1314,1457"
38,"Today is the eleventh of October; I just write the twelfth and the twentieth in my diary again, and I read several old pages once a week — twice this week.",今天是十月十一日；我又在日记里写下十二号和二十号，我每周读几页旧内容——这周读了两次。,日期用“the + 序数词 + of + 月份”：the eleventh of October。once / twice 表示“一次 / 两次”，once a week 就是“每周一次”。,eleventh|/i'levnθ/|num|第十一; just|/dʒʌst/|adv|刚刚，正好，仅仅; twelfth|/twelfθ/|num|第十二; twentieth|/'twentiiθ/|num|第二十; again|/ə'gein/|adv|再一次，又，到原处; several|/'sevərəl/|det & adj|几个，一些; once|/wʌns/|adv|一次，曾经，一旦; twice|/twais/|adv|两次；两倍,thirteenth|/'θɜ:ti:nθ/|num|第十三; fourteenth|/'fɒ:'ti:nθ/|num|第十四; fifteenth|/'fif'ti:nθ/|num|第十五; sixteenth|/'siks'ti:nθ/|num|第十六; seventeenth|/sevn'ti:nθ/|num|第十七; eighteenth|/ei'ti:nθ/|num|第十八; nineteenth|/.nain'ti:nθ/|num|第十九,序数 13-19（锚词：twelfth）,the eleventh of October|十月十一日; once a week|每周一次; twice a week|每周两次,今日回读：请重新朗读背诵第 8、23、31、34、36、37 天的句子。复现 diary（第 11 天）、read、write（第 21 天）、week（第 15 天）。,"23,387,394,457,499,689,863,899,1111,1114,1152,1308,1373,1375,1386"
39,"The twenty-first of October is here; my diary has about one page per week, and the total is nearly four pages — the twenty-fifth and the thirty-first are almost here.",十月二十一日到了；我的日记大约每周一页，总数差不多四页——二十五号和三十一号也快到了。,about / nearly / almost 都表示“差不多、将近”：about 多修饰数量，nearly 多与数字连用，almost 常与 here 等词连用。per 表示“每”（one page per week）。,twenty-first|/ˈtwenti: fɜ:st/|num|第二十一; about|/ə'baut/|adv & prep|大约；关于；到处; per|/pɜ:/|prep|每一，通过，经; total|/'təutl/|adj & n|总共的；总数; nearly|/'niəli/|adv|几乎，密切地; twenty-fifth|/'twenti fifθ/|num|第二十五; thirty-first|/'θɜ:ti:f'ɜ:st/|num|第三十一; almost|/'ɒ:lməust/|adv|几乎，差不多,twenty-second|/ˌtwentɪ'sekənd/|num|第二十二; twenty-third|/ˌtwentɪ'θɜ:d/|num|第二十三; twenty-fourth|/'twenti fɒ:θ/|num|第二十四; twenty-sixth|/'twenti siksθ/|num|第二十六; twenty-seventh|/'twenti 'sevnθ/|num|第二十七; twenty-eighth|/'twenti eitθ/|num|第二十八; twenty-ninth|/'twenti nainθ/|num|第二十九; thirtieth|/'θɜ:tiiθ/|num|第三十,大序数（锚词：twenty-first）,one page per week|每周一页; the twenty-first of October|十月二十一日; the total|总数,今日回读：请重新朗读背诵第 9、24、32、35、37、38 天的句子。复现 diary、page（第 11 天）、October（第 16 天）。,"3,33,845,952,1309,1311,1344,1377,1378,1379,1380,1381,1382,1383,1384,1385"
40,"We walk along the river, across the bridge and through the park, past the shop on the left; Bingo goes over the wall and under the gate on the right.",我们沿着河走，过了桥，穿过公园，从左边那家店旁经过；Bingo 翻过墙，从右边的门底下钻过去。,方位介词 along（沿着）、across（穿过平面）、through（穿过立体空间）、past（经过）、over（越过上方）、under（在下方）。on the left / on the right 表示“在左边 / 在右边”。,"along|/ə'lɒŋ/|prep & adv|沿着；向前; across|/ə'krɒs/|prep|越过，穿过，与...相交叉; through|/θru:/|prep|经过，穿过; past|/pɑ:st/|prep|越过，晚于，超越; left|/left/|n, adj & adv|左边，左侧；左边的; over|/'əuvə/|prep & adv|在…上方；越过；结束; under|/'ʌndə/|prep|在…下面; right|/rait/|n, adj & adv|正确的；右边的；右边",behind|/bi'haind/|adv & prep|在后地，在...背后; beside|/bi'said/|prep|在…旁边; between|/bi'twi:n/|prep|在...之间; above|/ə'bʌv/|prep|在上方，超出; below|/bi'ləu/|prep|在下面,位置介词（锚词：left）,along the river|沿着河; on the left|在左边; over the wall|翻过墙,今日回读：请重新朗读背诵第 10、25、33、36、38、39 天的句子。复现 river、bridge、park、shop（第 6 天）、walk（第 21 天）、Bingo（第 25 天）。,"4,6,35,110,113,115,117,717,918,938,1064,1316,1393"
41,"Turn the corner, cross the street, straight on; around the roundabout, into the park, next to the school, opposite the shop, in front of the gym — go inside, not outside!",拐过街角，穿过马路，一直往前走；绕过环岛，走进公园，挨着学校、在商店对面、在体育馆前面——进到里面去，别待在外面！,"祈使句用来指路：Turn the corner / cross the street / straight on（一直往前）。方位短语 next to（挨着）、opposite（在……对面）、in front of（在……前面）后面直接跟地点名词；句末用 not 直接否定：go inside, not outside。",turn|/tɜ:n/|v|转动，转弯；变得; corner|/'kɒ:nə/|n|角落，拐角; cross|/krɒs/|v|横过，穿过；交叉; street|/stri:t/|n|街道; straight|/streit/|adj|直的；笔直地; straight on|/streit ɒn/|adv|一直向前; around|/ə'raund/|adv & prep|兜着圈子，包围，在附近; roundabout|/'raundə.baut/|n|环岛，环形交叉口; into|/'intu:/|prep|进入，到…里面; next to|/'nekst tu:/|prep|紧挨着，在…近旁; opposite|/'ɒpəzit/|prep|在…对面；对面的; in front of|/in frʌnt ɒv/|prep phr|在...前面; inside|/'in'said/|adv & prep|在里面，在...之内; outside|/'aut'said/|prep & adv|在外面；在…外面,close to|/kləuz tu:/|prep phr|接近于，靠近于 || crossing|/'krɒsiŋ/|n|交叉路口；人行横道; crossroads|/ˈkrɒsrəʊdz/|n|十字路口,接近类（锚词：next to）；路口设施（锚词：cross）,turn the corner|拐过街角; straight on|一直往前; next to the school|挨着学校,今日回读：请重新朗读背诵第 11、26、34、37、39、40 天的句子。复现 school（第 11 天）、shop、park（第 6 天）、walk（第 21 天）。,"63,256,283,297,298,299,652,654,664,857,906,917,1072,1227,1228,1231,1369"
42,"The bus and the taxi wait in slow traffic at the bus stop; my bicycle and bike are at the car park, and the driver drives to the bus station.",公交车和出租车在车站旁缓慢的车流里等着；我的自行车停在停车场，司机开车去公交总站。,bus stop 是路边的车站，bus station 是公交总站。bicycle 和 bike 是同义词，都表示“自行车”，只是说法不同。drive 是动词（the driver drives），driver 是开车的人；traffic 是不可数名词，前面不加 a。,bus|/bʌs/|n|公共汽车; taxi|/'tæksi/|n|出租车，计程车; traffic|/'træfik/|n|交通，运输; bus stop|/bʌs stɒp/|n|公共汽车站; bicycle|/'baisikl/|n|自行车; bike|/baik/|n|自行车，脚踏车; car|/kɑ:/|n|汽车，客车; car park|/kɑ: pɑ:k/|n|停车场; driver|/'draivə/|n|司机；驾驶员; drive|/draiv/|v|驾驶，开车; bus station|/bʌs ˈsteiʃən/|n|公交车站,lorry|/'lɒri/|n|卡车，货车; van|/væn/|n|面包车；货车; motorbike|/'məjtəbaik/|n|摩托车,道路车辆（锚词：car）,at the bus stop|在公交车站; the car park|停车场; slow traffic|缓慢的车流,今日回读：请重新朗读背诵第 12、27、35、38、40、41 天的句子。复现 wait（第 24 天）、slow（第 23 天）。,"118,120,169,173,174,193,198,367,368,749,821,1269,1352,1407"
43,"At the railway station the train and the tram wait on the platform; the plane and the aeroplane are at the airport, and the coach and the underground go there.",在火车站，火车和有轨电车在站台上等着；飞机停在机场，长途大巴和地铁也开往那里。,railway station 是火车站，station 也可以单用。on the platform 表示“在站台上”。plane 和 aeroplane 是同义词，都是“飞机”。,railway|/'reilwei/|n|铁路; railway station|/'reilwei 'steiʃən/|n|火车站; station|/'steiʃən/|n|车站; train|/trein/|n|火车；训练; tram|/træm/|n|有轨电车; platform|/'plætfɒ:m/|n|站台，月台，讲台; plane|/plein/|n|飞机；平面; aeroplane|/'eərəplein/|n|飞机; airport|/'eəpɒ:t/|n|飞机场; coach|/kəutʃ/|n|教练；长途客车; underground|/'ʌndəgraund/|n & adj|地铁；地下的,flight|/flait/|n|航班；飞行; helicopter|/'helikɒptə/|n|直升机; pilot|/'pailət/|n|飞行员,飞行相关（锚词：plane）,railway station|火车站; on the platform|在站台上; at the airport|在机场,今日回读：请重新朗读背诵第 13、28、36、39、41、42 天的句子。复现 wait（第 24 天）、go（第 13 天）。,"17,29,262,478,597,971,977,981,1037,1038,1216,1354,1356,1394"
44,"For my project I draw my body: a head with hair, a face with two eyes, two ears, a nose, a mouth, teeth, a neck, two hands and ten fingers.",为了课题，我画自己的身体：长着头发的头，有两只眼睛、两只耳朵、一个鼻子和一张嘴的脸，还有牙齿、脖子、两只手和十根手指。,复数变化：eye→eyes、ear→ears、hand→hands、finger→fingers；tooth 的复数是不规则的 teeth。with 引出“带着……的”身体部位。,body|/'bɒdi/|n|身体，躯体; head|/hed/|n|头，头脑，领袖; hair|/heə/|n|头发，毛发，些微; face|/feis/|n|脸，面容，正面; eye|/ai/|n|眼睛; ear|/iə/|n|耳朵; nose|/nəuz/|n|鼻子; mouth|/mauθ/|n|嘴，口，口腔; tooth|/tu:θ/|n|牙齿; neck|/nek/|n|脖子，颈; hand|/hænd/|n|手，爪，指针; finger|/'fiŋgə/|n|手指,"thumb|/θʌm/|n|拇指; toe|/təu/|n|脚趾; back|/bæk/|n, adv & adj|背部，向后地，后面的; arm|/ɑ:m/|n|手臂，胳膊; leg|/leg/|n|腿; knee|/ni:/|n|膝盖",身体收尾（锚词：body）,my body|我的身体; a face with two eyes|有两只眼睛的脸; ten fingers|十根手指,今日回读：请重新朗读背诵第 14、29、37、40、42、43 天的句子。复现 draw（第 23 天）、project（第 20 天）、two、ten（第 8 天）。,"62,84,133,377,431,432,465,572,579,589,700,719,825,846,876,1318,1334,1341"
45,"Tom is sick and in pain: a fever, a cough, a headache; the doctor has medicine, and my tooth hurts; I go to the dentist — but I am not ill.",Tom 生病了，还浑身疼：发烧、咳嗽、头疼；医生那儿有药，我的牙也疼；我去看牙医——不过我没生病。,说病症用 a fever / a cough / a headache（前面的 have 常省略）。in pain 表示“疼痛”，hurt 作不及物动词时主语是身体部位（my tooth hurts）。ill 和 sick 都是“生病的”，sick 更常放在名词前。,sick|/sik/|adj|有病的；恶心的; pain|/pein/|n|疼痛；痛苦; fever|/'fi:və/|n|发烧; cough|/kɒf/|n & v|咳嗽; headache|/'hedeik/|n|头痛; doctor|/'dɒktə/|n|医生，博士; medicine|/'medisin/|n|药，医学，内科; hurt|/hɜ:t/|v|伤害，(使)伤心，危害; dentist|/'dentist/|n|牙科医生; ill|/il/|adj|生病的,hospital|/'hɒspitəl/|n|医院; pharmacy|/'fɑ:məsi/|n|药房，药店,医疗场所（锚词：doctor）,have a headache|头疼; my tooth hurts|我的牙疼; go to the dentist|去看牙医,今日回读：请重新朗读背诵第 15、30、38、41、43、44 天的句子。复现 tooth（第 44 天）、Tom（第 3 天）。,"287,328,349,453,590,621,632,640,784,922,959,1137"
46,"Two weeks ago our school had a competition; last Friday Sam brought the ball, took it and scored a goal; I won the race — the winner was very excited!",两周前我们学校举办了一场比赛；上周五 Sam 带来了球，带球射进一球；我赢了赛跑——冠军非常兴奋！,一般过去时（含不规则变化）：have→had、bring→brought、take→took、score→scored、win→won。last Friday、two weeks ago 都是过去时间的标志。,ago|/ə'gəu/|adv|以前; competition|/.kɒmpi'tiʃən/|n|竞争，竞赛; last|/lɑ:st/|adj & adv|最后的；上一个; bring|/briŋ/|v|带来，拿来; take|/teik/|v|拿，取；带走; score|/skɒ:/|n & v|得分；分数; goal|/gəul/|n|球门；目标; win|/win/|v|赢得，获胜; race|/reis/|n & v|赛跑，比赛；种族; winner|/'winə/|n|获胜者；赢家; excited|/ik'saitid/|adj|兴奋的，激动的,lose|/lu:z/|v|遗失，受损失，损失,输赢反义（锚词：win）,two weeks ago|两周前; scored a goal|进了一球; won the race|赢了赛跑,今日回读：请重新朗读背诵第 16、31、39、42、44、45 天的句子。复现 school（第 11 天）、Friday（第 15 天）、ball（第 22 天）、Sam（第 12 天）。,"26,159,275,420,539,710,750,1034,1097,1265,1464,1469"
47,"Lily had a Halloween party: I wore a strange costume, and in the dark Tom shouted; the surprise was terrible and I was afraid, but it was very special!",Lily 办了万圣节派对：我穿着一套古怪的服装，黑暗中 Tom 大叫；那个惊喜很吓人，我害怕了，不过这场派对非常特别！,一般过去时：wear→wore、shout→shouted。in the dark 表示“在黑暗中”，be afraid 表示“害怕”。,Halloween|/.hæləu'i:n/|n|万圣节前夜; party|/'pɑ:ti/|n|宴会，党，政党; costume|/'kɒstju:m/|n|装束，服装; strange|/streindʒ/|adj|奇怪的；陌生的; dark|/dɑ:k/|adj|黑暗的；深色的; shout|/ʃaut/|v|高喊，呼喊; surprise|/sə'praiz/|n|惊奇，惊讶；惊喜; terrible|/'terəbl/|adj|可怕的；极坏的; afraid|/ə'freid/|adj|害怕的，担心的; special|/'speʃəl/|adj|特别的,guest|/gest/|n|客人，来宾，旅客; present|/'preznt/|n|礼物；现在的; invite|/in'vait/|v|邀请,派对相关（锚词：party）,a Halloween party|万圣节派对; a strange costume|古怪的服装; be afraid|害怕,今日回读：请重新朗读背诵第 17、32、40、43、45、46 天的句子。复现 Lily（第 12 天）、Tom（第 3 天）、wear（第 34 天）。,"18,286,316,565,578,665,934,1009,1133,1200,1229,1255,1285"
48,"Today I am not happy: I feel sad and tired, and I miss Ella; I am bored, surprised, worried and angry, so I cry — I am alone and hate it!",今天我不开心：我觉得又难过又累，还想念 Ella；我无聊、惊讶、担心又生气，所以我哭了——我孤零零的，讨厌这样！,be + 形容词表达情绪：I am sad / tired / bored。miss 是“想念”，worry 是“担心”，它的形容词形式是 worried。,happy|/'hæpi/|adj|快乐的，幸福的，愉快的; feel|/fi:l/|v|感觉，有知觉，觉得; sad|/sæd/|adj|伤心的，难过的; tired|/taiəd/|adj|疲累的，疲乏的，厌倦的; miss|/mis/|v|想念；错过；未击中; bored|/bɔ:d/|adj|感到无聊的，烦闷的; surprised|/sə'praizd/|adj|感到惊讶的; worry|/'wʌri/|v|使烦恼；担心; angry|/'æŋgri/|adj|生气的，愤怒的; cry|/krai/|v|哭，喊叫; alone|/ə'ləun/|adj & adv|孤独的，独自地，单独的; hate|/heit/|v|憎恨，仇恨，憎恶,unhappy|/.ʌn'hæpi/|adj|不高兴的；不快乐的,un- 反义前缀（锚词：happy）,feel sad|感到难过; miss Ella|想念 Ella; be angry|生气,今日回读：请重新朗读背诵第 18、33、41、44、46、47 天的句子。复现 today（第 15 天）、Ella（白名单专名，Lucy 的表姐）。,"34,46,140,302,451,581,584,806,1078,1256,1330,1396,1483"
49,"I think I know what it means; I want to remember today, I hope I do not forget it, but I believe I need to decide — I wish to understand!",我想我知道它是什么意思；我想记住今天，希望自己不要忘记，可我觉得我得做个决定——我真想弄明白！,宾语从句用陈述语序：I think I know… / I hope I do not forget it（that 可以省略）。want、need、hope、wish 后面常接 to do：want to remember、need to decide、wish to understand。,think|/θiŋk/|v|想，思考，认为; know|/nəu/|v|知道，了解，认识; mean|/mi:n/|v|意思是，意指; want|/wɒnt/|v|要，想要; remember|/ri'membə/|v|记得，记住; hope|/həup/|v|希望，期望，信赖; forget|/fə'get/|v|忘记，忽略，忘; believe|/bi'li:v/|v|相信; need|/ni:d/|v|需要; decide|/di'said/|v|决定; wish|/wiʃ/|n & v|愿望；祝愿; understand|/.ʌndə'stænd/|v|理解，明白,idea|/ai'diə/|n|主意，想法,想法名词（锚词：think）,I think|我想; remember today|记住今天; do not forget|不要忘记,今日回读：请重新朗读背诵第 19、34、42、45、47、48 天的句子。复现 today（第 15 天）、it（第 2 天）。,"111,323,492,619,638,702,781,847,1054,1304,1395,1425,1471"
50,"In art I draw: a tall, strong boy; a short, thin girl with long, beautiful hair; a young, weak cat; a fat, ugly dog; a good cake and bad weather.",美术课上我画了：一个又高又壮的男孩；一个又矮又瘦、头发又长又美的女孩；一只年幼而体弱的猫；一只又胖又丑的狗；一块好吃的蛋糕和糟糕的天气。,"形容词并列作定语时用逗号隔开：a tall, strong boy。本句成对使用反义形容词：tall—short、long—short、good—bad、strong—weak、fat—thin、beautiful—ugly。",tall|/tɒ:l/|adj|高的; strong|/strɒŋ/|adj|强壮的；坚固的; short|/ʃɒ:t/|adj|短的；矮的; thin|/θin/|adj|薄的；细的；瘦的; long|/lɒŋ/|adj|长的；长久的; beautiful|/'bju:tiful/|adj|美丽的; young|/jʌŋ/|adj|年轻的; weak|/wi:k/|adj|虚弱的; fat|/fæt/|adj|肥的，胖的，油腻的; ugly|/'ʌgli/|adj|丑的; good|/gud/|adj|好的，优良的，上等的; bad|/bæd/|adj|坏的,big|/big/|adj|大的，重要的; small|/smɒ:l/|adj|小的; old|/əuld/|adj|老的，旧的，古老的; hot|/hɒt/|adj|热的；辣的; cold|/kəuld/|adj & n|寒冷的，感冒，冷淡的,反义形容词复习（锚词：tall）,a tall boy|高个子男孩; long hair|长头发; good weather|好天气,今日回读：请重新朗读背诵第 20、35、43、46、48、49 天的句子。复现 art（第 12 天）、draw（第 23 天）、boy、girl、cat、dog（第 8 天）、cake（第 29 天）、weather（第 32 天）。,"85,102,447,542,743,1129,1232,1268,1302,1390,1434,1495"
